"","DateTime","AirPres_kpa","AirTemp_c"
"44",2022-06-28 10:01:40,62.628,14.996
"45",2022-06-28 10:01:50,62.628,14.996
"46",2022-06-28 10:02:00,62.628,14.996
"47",2022-06-28 10:02:10,62.63,15.091
"48",2022-06-28 10:02:20,62.63,15.091
"49",2022-06-28 10:02:30,62.62,15.091
"50",2022-06-28 10:02:40,62.63,15.091
"51",2022-06-28 10:02:50,62.622,15.187
"52",2022-06-28 10:03:00,62.633,15.187
"53",2022-06-28 10:03:10,62.625,15.282
"54",2022-06-28 10:03:20,62.625,15.282
"55",2022-06-28 10:03:30,62.635,15.282
"56",2022-06-28 10:03:40,62.648,15.378
"57",2022-06-28 10:03:50,62.627,15.378
"58",2022-06-28 10:04:00,62.629,15.473
"59",2022-06-28 10:04:10,62.629,15.473
"60",2022-06-28 10:04:20,62.632,15.569
"61",2022-06-28 10:04:30,62.621,15.569
"62",2022-06-28 10:04:40,62.634,15.664
"63",2022-06-28 10:04:50,62.634,15.664
"64",2022-06-28 10:05:00,62.626,15.76
"65",2022-06-28 10:05:10,62.628,15.855
"66",2022-06-28 10:05:20,62.639,15.855
"67",2022-06-28 10:05:30,62.631,15.951
"68",2022-06-28 10:05:40,62.62,15.951
"69",2022-06-28 10:05:50,62.623,16.046
"70",2022-06-28 10:06:00,62.636,16.141
"71",2022-06-28 10:06:10,62.636,16.141
"72",2022-06-28 10:06:20,62.627,16.237
"73",2022-06-28 10:06:30,62.627,16.237
"74",2022-06-28 10:06:40,62.63,16.332
"75",2022-06-28 10:06:50,62.643,16.427
"76",2022-06-28 10:07:00,62.622,16.427
"77",2022-06-28 10:07:10,62.645,16.523
"78",2022-06-28 10:07:20,62.645,16.523
"79",2022-06-28 10:07:30,62.637,16.618
"80",2022-06-28 10:07:40,62.637,16.618
"81",2022-06-28 10:07:50,62.618,16.713
"82",2022-06-28 10:08:00,62.642,16.808
"83",2022-06-28 10:08:10,62.631,16.808
"84",2022-06-28 10:08:20,62.644,16.903
"85",2022-06-28 10:08:30,62.623,16.903
"86",2022-06-28 10:08:40,62.646,16.999
"87",2022-06-28 10:08:50,62.638,17.094
"88",2022-06-28 10:09:00,62.628,17.094
"89",2022-06-28 10:09:10,62.62,17.189
"90",2022-06-28 10:09:20,62.63,17.189
"91",2022-06-28 10:09:30,62.643,17.284
"92",2022-06-28 10:09:40,62.633,17.284
"93",2022-06-28 10:09:50,62.633,17.284
"94",2022-06-28 10:10:00,62.645,17.379
"95",2022-06-28 10:10:10,62.635,17.379
"96",2022-06-28 10:10:20,62.645,17.379
"97",2022-06-28 10:10:30,62.635,17.379
"98",2022-06-28 10:10:40,62.648,17.475
"99",2022-06-28 10:10:50,62.648,17.475
"100",2022-06-28 10:11:00,62.637,17.475
"101",2022-06-28 10:11:10,62.637,17.475
"102",2022-06-28 10:11:20,62.637,17.475
"103",2022-06-28 10:11:30,62.65,17.57
"104",2022-06-28 10:11:40,62.64,17.57
"105",2022-06-28 10:11:50,62.64,17.57
"106",2022-06-28 10:12:00,62.65,17.57
"107",2022-06-28 10:12:10,62.64,17.57
"108",2022-06-28 10:12:20,62.632,17.665
"109",2022-06-28 10:12:30,62.642,17.665
"110",2022-06-28 10:12:40,62.632,17.665
"111",2022-06-28 10:12:50,62.642,17.665
"112",2022-06-28 10:13:00,62.632,17.665
"113",2022-06-28 10:13:10,62.634,17.76
"114",2022-06-28 10:13:20,62.634,17.76
"115",2022-06-28 10:13:30,62.634,17.76
"116",2022-06-28 10:13:40,62.644,17.76
"117",2022-06-28 10:13:50,62.636,17.855
"118",2022-06-28 10:14:00,62.626,17.855
"119",2022-06-28 10:14:10,62.636,17.855
"120",2022-06-28 10:14:20,62.639,17.95
"121",2022-06-28 10:14:30,62.639,17.95
"122",2022-06-28 10:14:40,62.639,17.95
"123",2022-06-28 10:14:50,62.651,18.045
"124",2022-06-28 10:15:00,62.641,18.045
"125",2022-06-28 10:15:10,62.651,18.045
"126",2022-06-28 10:15:20,62.643,18.14
"127",2022-06-28 10:15:30,62.643,18.14
"128",2022-06-28 10:15:40,62.646,18.236
"129",2022-06-28 10:15:50,62.646,18.236
"130",2022-06-28 10:16:00,62.646,18.236
"131",2022-06-28 10:16:10,62.659,18.331
"132",2022-06-28 10:16:20,62.659,18.331
"133",2022-06-28 10:16:30,62.64,18.426
"134",2022-06-28 10:16:40,62.65,18.426
"135",2022-06-28 10:16:50,62.653,18.521
"136",2022-06-28 10:17:00,62.642,18.521
"137",2022-06-28 10:17:10,62.642,18.521
"138",2022-06-28 10:17:20,62.645,18.616
"139",2022-06-28 10:17:30,62.634,18.616
"140",2022-06-28 10:17:40,62.645,18.616
"141",2022-06-28 10:17:50,62.647,18.711
"142",2022-06-28 10:18:00,62.637,18.711
"143",2022-06-28 10:18:10,62.637,18.711
"144",2022-06-28 10:18:20,62.637,18.711
"145",2022-06-28 10:18:30,62.639,18.806
"146",2022-06-28 10:18:40,62.639,18.806
"147",2022-06-28 10:18:50,62.639,18.806
"148",2022-06-28 10:19:00,62.641,18.901
"149",2022-06-28 10:19:10,62.641,18.901
"150",2022-06-28 10:19:20,62.631,18.901
"151",2022-06-28 10:19:30,62.644,18.996
"152",2022-06-28 10:19:40,62.644,18.996
"153",2022-06-28 10:19:50,62.644,18.996
"154",2022-06-28 10:20:00,62.644,18.996
"155",2022-06-28 10:20:10,62.646,19.092
"156",2022-06-28 10:20:20,62.646,19.092
"157",2022-06-28 10:20:30,62.646,19.092
"158",2022-06-28 10:20:40,62.659,19.187
"159",2022-06-28 10:20:50,62.648,19.187
"160",2022-06-28 10:21:00,62.659,19.187
"161",2022-06-28 10:21:10,62.669,19.187
"162",2022-06-28 10:21:20,62.661,19.282
"163",2022-06-28 10:21:30,62.661,19.282
"164",2022-06-28 10:21:40,62.651,19.282
"165",2022-06-28 10:21:50,62.651,19.282
"166",2022-06-28 10:22:00,62.664,19.377
"167",2022-06-28 10:22:10,62.664,19.377
"168",2022-06-28 10:22:20,62.653,19.377
"169",2022-06-28 10:22:30,62.656,19.472
"170",2022-06-28 10:22:40,62.656,19.472
"171",2022-06-28 10:22:50,62.656,19.472
"172",2022-06-28 10:23:00,62.645,19.472
"173",2022-06-28 10:23:10,62.658,19.567
"174",2022-06-28 10:23:20,62.668,19.567
"175",2022-06-28 10:23:30,62.648,19.567
"176",2022-06-28 10:23:40,62.648,19.567
"177",2022-06-28 10:23:50,62.66,19.662
"178",2022-06-28 10:24:00,62.65,19.662
"179",2022-06-28 10:24:10,62.65,19.662
"180",2022-06-28 10:24:20,62.66,19.662
"181",2022-06-28 10:24:30,62.66,19.662
"182",2022-06-28 10:24:40,62.663,19.758
"183",2022-06-28 10:24:50,62.663,19.758
"184",2022-06-28 10:25:00,62.663,19.758
"185",2022-06-28 10:25:10,62.652,19.758
"186",2022-06-28 10:25:20,62.652,19.758
"187",2022-06-28 10:25:30,62.655,19.853
"188",2022-06-28 10:25:40,62.655,19.853
"189",2022-06-28 10:25:50,62.655,19.853
"190",2022-06-28 10:26:00,62.655,19.853
"191",2022-06-28 10:26:10,62.655,19.853
"192",2022-06-28 10:26:20,62.647,19.948
"193",2022-06-28 10:26:30,62.647,19.948
"194",2022-06-28 10:26:40,62.667,19.948
"195",2022-06-28 10:26:50,62.657,19.948
"196",2022-06-28 10:27:00,62.649,20.043
"197",2022-06-28 10:27:10,62.649,20.043
"198",2022-06-28 10:27:20,62.659,20.043
"199",2022-06-28 10:27:30,62.639,20.043
"200",2022-06-28 10:27:40,62.649,20.043
"201",2022-06-28 10:27:50,62.67,20.043
"202",2022-06-28 10:28:00,62.649,20.043
"203",2022-06-28 10:28:10,62.662,20.138
"204",2022-06-28 10:28:20,62.651,20.138
"205",2022-06-28 10:28:30,62.662,20.138
"206",2022-06-28 10:28:40,62.662,20.138
"207",2022-06-28 10:28:50,62.662,20.138
"208",2022-06-28 10:29:00,62.662,20.138
"209",2022-06-28 10:29:10,62.664,20.234
"210",2022-06-28 10:29:20,62.651,20.138
"211",2022-06-28 10:29:30,62.654,20.234
"212",2022-06-28 10:29:40,62.664,20.234
"213",2022-06-28 10:29:50,62.654,20.234
"214",2022-06-28 10:30:00,62.664,20.234
"215",2022-06-28 10:30:10,62.654,20.234
"216",2022-06-28 10:30:20,62.662,20.138
"217",2022-06-28 10:30:30,62.641,20.138
"218",2022-06-28 10:30:40,62.641,20.138
"219",2022-06-28 10:30:50,62.641,20.138
"220",2022-06-28 10:31:00,62.651,20.138
"221",2022-06-28 10:31:10,62.641,20.138
"222",2022-06-28 10:31:20,62.651,20.138
"223",2022-06-28 10:31:30,62.651,20.138
"224",2022-06-28 10:31:40,62.651,20.138
"225",2022-06-28 10:31:50,62.651,20.138
"226",2022-06-28 10:32:00,62.651,20.138
"227",2022-06-28 10:32:10,62.651,20.138
"228",2022-06-28 10:32:20,62.641,20.138
"229",2022-06-28 10:32:30,62.641,20.138
"230",2022-06-28 10:32:40,62.641,20.138
"231",2022-06-28 10:32:50,62.662,20.138
"232",2022-06-28 10:33:00,62.651,20.138
"233",2022-06-28 10:33:10,62.651,20.138
"234",2022-06-28 10:33:20,62.641,20.138
"235",2022-06-28 10:33:30,62.641,20.138
"236",2022-06-28 10:33:40,62.633,20.234
"237",2022-06-28 10:33:50,62.643,20.234
"238",2022-06-28 10:34:00,62.643,20.234
"239",2022-06-28 10:34:10,62.643,20.234
"240",2022-06-28 10:34:20,62.643,20.234
"241",2022-06-28 10:34:30,62.643,20.234
"242",2022-06-28 10:34:40,62.654,20.234
"243",2022-06-28 10:34:50,62.646,20.329
"244",2022-06-28 10:35:00,62.646,20.329
"245",2022-06-28 10:35:10,62.646,20.329
"246",2022-06-28 10:35:20,62.635,20.329
"247",2022-06-28 10:35:30,62.646,20.329
"248",2022-06-28 10:35:40,62.635,20.329
"249",2022-06-28 10:35:50,62.646,20.329
"250",2022-06-28 10:36:00,62.635,20.329
"251",2022-06-28 10:36:10,62.635,20.329
"252",2022-06-28 10:36:20,62.635,20.329
"253",2022-06-28 10:36:30,62.646,20.329
"254",2022-06-28 10:36:40,62.635,20.329
"255",2022-06-28 10:36:50,62.646,20.329
"256",2022-06-28 10:37:00,62.635,20.329
"257",2022-06-28 10:37:10,62.635,20.329
"258",2022-06-28 10:37:20,62.635,20.329
"259",2022-06-28 10:37:30,62.646,20.329
"260",2022-06-28 10:37:40,62.646,20.329
"261",2022-06-28 10:37:50,62.658,20.424
"262",2022-06-28 10:38:00,62.648,20.424
"263",2022-06-28 10:38:10,62.658,20.424
"264",2022-06-28 10:38:20,62.638,20.424
"265",2022-06-28 10:38:30,62.648,20.424
"266",2022-06-28 10:38:40,62.648,20.424
"267",2022-06-28 10:38:50,62.648,20.424
"268",2022-06-28 10:39:00,62.648,20.424
"269",2022-06-28 10:39:10,62.638,20.424
"270",2022-06-28 10:39:20,62.648,20.424
"271",2022-06-28 10:39:30,62.648,20.424
"272",2022-06-28 10:39:40,62.648,20.424
"273",2022-06-28 10:39:50,62.638,20.424
"274",2022-06-28 10:40:00,62.638,20.424
"275",2022-06-28 10:40:10,62.648,20.424
"276",2022-06-28 10:40:20,62.658,20.424
"277",2022-06-28 10:40:30,62.627,20.424
"278",2022-06-28 10:40:40,62.638,20.424
"279",2022-06-28 10:40:50,62.648,20.424
"280",2022-06-28 10:41:00,62.65,20.519
"281",2022-06-28 10:41:10,62.638,20.424
"282",2022-06-28 10:41:20,62.64,20.519
"283",2022-06-28 10:41:30,62.64,20.519
"284",2022-06-28 10:41:40,62.64,20.519
"285",2022-06-28 10:41:50,62.63,20.519
"286",2022-06-28 10:42:00,62.64,20.519
"287",2022-06-28 10:42:10,62.64,20.519
"288",2022-06-28 10:42:20,62.65,20.519
"289",2022-06-28 10:42:30,62.661,20.519
"290",2022-06-28 10:42:40,62.661,20.519
"291",2022-06-28 10:42:50,62.64,20.519
"292",2022-06-28 10:43:00,62.671,20.519
"293",2022-06-28 10:43:10,62.65,20.519
"294",2022-06-28 10:43:20,62.65,20.519
"295",2022-06-28 10:43:30,62.661,20.519
"296",2022-06-28 10:43:40,62.64,20.519
"297",2022-06-28 10:43:50,62.64,20.519
"298",2022-06-28 10:44:00,62.65,20.519
"299",2022-06-28 10:44:10,62.661,20.519
"300",2022-06-28 10:44:20,62.64,20.519
"301",2022-06-28 10:44:30,62.65,20.519
"302",2022-06-28 10:44:40,62.661,20.519
"303",2022-06-28 10:44:50,62.65,20.519
"304",2022-06-28 10:45:00,62.661,20.519
"305",2022-06-28 10:45:10,62.65,20.519
"306",2022-06-28 10:45:20,62.65,20.519
"307",2022-06-28 10:45:30,62.64,20.519
"308",2022-06-28 10:45:40,62.64,20.519
"309",2022-06-28 10:45:50,62.64,20.519
"310",2022-06-28 10:46:00,62.64,20.519
"311",2022-06-28 10:46:10,62.64,20.519
"312",2022-06-28 10:46:20,62.64,20.519
"313",2022-06-28 10:46:30,62.65,20.519
"314",2022-06-28 10:46:40,62.64,20.519
"315",2022-06-28 10:46:50,62.64,20.519
"316",2022-06-28 10:47:00,62.64,20.519
"317",2022-06-28 10:47:10,62.64,20.519
"318",2022-06-28 10:47:20,62.64,20.519
"319",2022-06-28 10:47:30,62.65,20.519
"320",2022-06-28 10:47:40,62.64,20.519
"321",2022-06-28 10:47:50,62.64,20.519
"322",2022-06-28 10:48:00,62.64,20.519
"323",2022-06-28 10:48:10,62.63,20.519
"324",2022-06-28 10:48:20,62.63,20.519
"325",2022-06-28 10:48:30,62.63,20.519
"326",2022-06-28 10:48:40,62.63,20.519
"327",2022-06-28 10:48:50,62.63,20.519
"328",2022-06-28 10:49:00,62.64,20.519
"329",2022-06-28 10:49:10,62.63,20.519
"330",2022-06-28 10:49:20,62.64,20.519
"331",2022-06-28 10:49:30,62.64,20.519
"332",2022-06-28 10:49:40,62.64,20.519
"333",2022-06-28 10:49:50,62.653,20.615
"334",2022-06-28 10:50:00,62.642,20.615
"335",2022-06-28 10:50:10,62.642,20.615
"336",2022-06-28 10:50:20,62.642,20.615
"337",2022-06-28 10:50:30,62.632,20.615
"338",2022-06-28 10:50:40,62.642,20.615
"339",2022-06-28 10:50:50,62.645,20.71
"340",2022-06-28 10:51:00,62.645,20.71
"341",2022-06-28 10:51:10,62.634,20.71
"342",2022-06-28 10:51:20,62.634,20.71
"343",2022-06-28 10:51:30,62.624,20.71
"344",2022-06-28 10:51:40,62.634,20.71
"345",2022-06-28 10:51:50,62.621,20.615
"346",2022-06-28 10:52:00,62.632,20.615
"347",2022-06-28 10:52:10,62.632,20.615
"348",2022-06-28 10:52:20,62.63,20.519
"349",2022-06-28 10:52:30,62.63,20.519
"350",2022-06-28 10:52:40,62.617,20.424
"351",2022-06-28 10:52:50,62.638,20.424
"352",2022-06-28 10:53:00,62.635,20.329
"353",2022-06-28 10:53:10,62.633,20.234
"354",2022-06-28 10:53:20,62.633,20.234
"355",2022-06-28 10:53:30,62.63,20.138
"356",2022-06-28 10:53:40,62.628,20.043
"357",2022-06-28 10:53:50,62.628,20.043
"358",2022-06-28 10:54:00,62.626,19.948
"359",2022-06-28 10:54:10,62.636,19.948
"360",2022-06-28 10:54:20,62.634,19.853
"361",2022-06-28 10:54:30,62.621,19.758
"362",2022-06-28 10:54:40,62.631,19.758
"363",2022-06-28 10:54:50,62.629,19.662
"364",2022-06-28 10:55:00,62.639,19.662
"365",2022-06-28 10:55:10,62.627,19.567
"366",2022-06-28 10:55:20,62.627,19.567
"367",2022-06-28 10:55:30,62.635,19.472
"368",2022-06-28 10:55:40,62.622,19.377
"369",2022-06-28 10:55:50,62.622,19.377
"370",2022-06-28 10:56:00,62.62,19.282
"371",2022-06-28 10:56:10,62.63,19.282
"372",2022-06-28 10:56:20,62.628,19.187
"373",2022-06-28 10:56:30,62.638,19.187
"374",2022-06-28 10:56:40,62.628,19.187
"375",2022-06-28 10:56:50,62.625,19.092
"376",2022-06-28 10:57:00,62.636,19.092
"377",2022-06-28 10:57:10,62.633,18.996
"378",2022-06-28 10:57:20,62.644,18.996
"379",2022-06-28 10:57:30,62.621,18.901
"380",2022-06-28 10:57:40,62.631,18.901
"381",2022-06-28 10:57:50,62.618,18.806
"382",2022-06-28 10:58:00,62.629,18.806
"383",2022-06-28 10:58:10,62.616,18.711
"384",2022-06-28 10:58:20,62.616,18.711
"385",2022-06-28 10:58:30,62.624,18.616
"386",2022-06-28 10:58:40,62.624,18.616
"387",2022-06-28 10:58:50,62.632,18.521
"388",2022-06-28 10:59:00,62.632,18.521
"389",2022-06-28 10:59:10,62.63,18.426
"390",2022-06-28 10:59:20,62.619,18.426
"391",2022-06-28 10:59:30,62.64,18.426
"392",2022-06-28 10:59:40,62.617,18.331
"393",2022-06-28 10:59:50,62.627,18.331
"394",2022-06-28 11:00:00,62.625,18.236
"395",2022-06-28 11:00:10,62.625,18.236
"396",2022-06-28 11:00:20,62.633,18.14
"397",2022-06-28 11:00:30,62.633,18.14
"398",2022-06-28 11:00:40,62.62,18.045
"399",2022-06-28 11:00:50,62.641,18.045
"400",2022-06-28 11:01:00,62.618,17.95
"401",2022-06-28 11:01:10,62.618,17.95
"402",2022-06-28 11:01:20,62.626,17.855
"403",2022-06-28 11:01:30,62.626,17.855
"404",2022-06-28 11:01:40,62.624,17.76
"405",2022-06-28 11:01:50,62.634,17.76
"406",2022-06-28 11:02:00,62.642,17.665
"407",2022-06-28 11:02:10,62.632,17.665
"408",2022-06-28 11:02:20,62.619,17.57
"409",2022-06-28 11:02:30,62.619,17.57
"410",2022-06-28 11:02:40,62.616,17.475
"411",2022-06-28 11:02:50,62.616,17.475
"412",2022-06-28 11:03:00,62.614,17.379
"413",2022-06-28 11:03:10,62.625,17.379
"414",2022-06-28 11:03:20,62.635,17.379
"415",2022-06-28 11:03:30,62.612,17.284
"416",2022-06-28 11:03:40,62.612,17.284
"417",2022-06-28 11:03:50,62.62,17.189
"418",2022-06-28 11:04:00,62.62,17.189
"419",2022-06-28 11:04:10,62.63,17.189
"420",2022-06-28 11:04:20,62.628,17.094
"421",2022-06-28 11:04:30,62.628,17.094
"422",2022-06-28 11:04:40,62.628,17.094
"423",2022-06-28 11:04:50,62.628,17.094
"424",2022-06-28 11:05:00,62.617,17.094
"425",2022-06-28 11:05:10,62.628,17.094
"426",2022-06-28 11:05:20,62.628,17.094
"427",2022-06-28 11:05:30,62.628,17.094
"428",2022-06-28 11:05:40,62.628,17.094
"429",2022-06-28 11:05:50,62.628,17.094
"430",2022-06-28 11:06:00,62.628,17.094
"431",2022-06-28 11:06:10,62.63,17.189
"432",2022-06-28 11:06:20,62.63,17.189
"433",2022-06-28 11:06:30,62.62,17.189
"434",2022-06-28 11:06:40,62.62,17.189
"435",2022-06-28 11:06:50,62.622,17.284
"436",2022-06-28 11:07:00,62.612,17.284
"437",2022-06-28 11:07:10,62.622,17.284
"438",2022-06-28 11:07:20,62.614,17.379
"439",2022-06-28 11:07:30,62.614,17.379
"440",2022-06-28 11:07:40,62.614,17.379
"441",2022-06-28 11:07:50,62.627,17.475
"442",2022-06-28 11:08:00,62.627,17.475
"443",2022-06-28 11:08:10,62.629,17.57
"444",2022-06-28 11:08:20,62.629,17.57
"445",2022-06-28 11:08:30,62.629,17.57
"446",2022-06-28 11:08:40,62.632,17.665
"447",2022-06-28 11:08:50,62.632,17.665
"448",2022-06-28 11:09:00,62.632,17.665
"449",2022-06-28 11:09:10,62.634,17.76
"450",2022-06-28 11:09:20,62.634,17.76
"451",2022-06-28 11:09:30,62.626,17.855
"452",2022-06-28 11:09:40,62.636,17.855
"453",2022-06-28 11:09:50,62.639,17.95
"454",2022-06-28 11:10:00,62.639,17.95
"455",2022-06-28 11:10:10,62.628,17.95
"456",2022-06-28 11:10:20,62.62,18.045
"457",2022-06-28 11:10:30,62.631,18.045
"458",2022-06-28 11:10:40,62.623,18.14
"459",2022-06-28 11:10:50,62.623,18.14
"460",2022-06-28 11:11:00,62.635,18.236
"461",2022-06-28 11:11:10,62.625,18.236
"462",2022-06-28 11:11:20,62.625,18.236
"463",2022-06-28 11:11:30,62.635,18.236
"464",2022-06-28 11:11:40,62.627,18.331
"465",2022-06-28 11:11:50,62.638,18.331
"466",2022-06-28 11:12:00,62.617,18.331
"467",2022-06-28 11:12:10,62.627,18.331
"468",2022-06-28 11:12:20,62.619,18.426
"469",2022-06-28 11:12:30,62.63,18.426
"470",2022-06-28 11:12:40,62.63,18.426
"471",2022-06-28 11:12:50,62.622,18.521
"472",2022-06-28 11:13:00,62.622,18.521
"473",2022-06-28 11:13:10,62.624,18.616
"474",2022-06-28 11:13:20,62.624,18.616
"475",2022-06-28 11:13:30,62.626,18.711
"476",2022-06-28 11:13:40,62.626,18.711
"477",2022-06-28 11:13:50,62.637,18.711
"478",2022-06-28 11:14:00,62.629,18.806
"479",2022-06-28 11:14:10,62.639,18.806
"480",2022-06-28 11:14:20,62.641,18.901
"481",2022-06-28 11:14:30,62.631,18.901
"482",2022-06-28 11:14:40,62.631,18.901
"483",2022-06-28 11:14:50,62.623,18.996
"484",2022-06-28 11:15:00,62.633,18.996
"485",2022-06-28 11:15:10,62.646,19.092
"486",2022-06-28 11:15:20,62.625,19.092
"487",2022-06-28 11:15:30,62.628,19.187
"488",2022-06-28 11:15:40,62.638,19.187
"489",2022-06-28 11:15:50,62.638,19.187
"490",2022-06-28 11:16:00,62.63,19.282
"491",2022-06-28 11:16:10,62.64,19.282
"492",2022-06-28 11:16:20,62.63,19.282
"493",2022-06-28 11:16:30,62.632,19.377
"494",2022-06-28 11:16:40,62.612,19.377
"495",2022-06-28 11:16:50,62.624,19.472
"496",2022-06-28 11:17:00,62.624,19.472
"497",2022-06-28 11:17:10,62.616,19.567
"498",2022-06-28 11:17:20,62.627,19.567
"499",2022-06-28 11:17:30,62.629,19.662
"500",2022-06-28 11:17:40,62.639,19.662
"501",2022-06-28 11:17:50,62.629,19.662
"502",2022-06-28 11:18:00,62.642,19.758
"503",2022-06-28 11:18:10,62.642,19.758
"504",2022-06-28 11:18:20,62.634,19.853
"505",2022-06-28 11:18:30,62.634,19.853
"506",2022-06-28 11:18:40,62.623,19.853
"507",2022-06-28 11:18:50,62.636,19.948
"508",2022-06-28 11:19:00,62.626,19.948
"509",2022-06-28 11:19:10,62.636,19.948
"510",2022-06-28 11:19:20,62.626,19.948
"511",2022-06-28 11:19:30,62.628,20.043
"512",2022-06-28 11:19:40,62.618,20.043
"513",2022-06-28 11:19:50,62.639,20.043
"514",2022-06-28 11:20:00,62.628,20.043
"515",2022-06-28 11:20:10,62.628,20.043
"516",2022-06-28 11:20:20,62.628,20.043
"517",2022-06-28 11:20:30,62.618,20.043
"518",2022-06-28 11:20:40,62.62,20.138
"519",2022-06-28 11:20:50,62.63,20.138
"520",2022-06-28 11:21:00,62.63,20.138
"521",2022-06-28 11:21:10,62.63,20.138
"522",2022-06-28 11:21:20,62.62,20.138
"523",2022-06-28 11:21:30,62.63,20.138
"524",2022-06-28 11:21:40,62.63,20.138
"525",2022-06-28 11:21:50,62.63,20.138
"526",2022-06-28 11:22:00,62.63,20.138
"527",2022-06-28 11:22:10,62.641,20.138
"528",2022-06-28 11:22:20,62.62,20.138
"529",2022-06-28 11:22:30,62.641,20.138
"530",2022-06-28 11:22:40,62.63,20.138
"531",2022-06-28 11:22:50,62.63,20.138
"532",2022-06-28 11:23:00,62.63,20.138
"533",2022-06-28 11:23:10,62.63,20.138
"534",2022-06-28 11:23:20,62.63,20.138
"535",2022-06-28 11:23:30,62.62,20.138
"536",2022-06-28 11:23:40,62.62,20.138
"537",2022-06-28 11:23:50,62.62,20.138
"538",2022-06-28 11:24:00,62.62,20.138
"539",2022-06-28 11:24:10,62.63,20.138
"540",2022-06-28 11:24:20,62.62,20.138
"541",2022-06-28 11:24:30,62.63,20.138
"542",2022-06-28 11:24:40,62.62,20.138
"543",2022-06-28 11:24:50,62.63,20.138
"544",2022-06-28 11:25:00,62.622,20.234
"545",2022-06-28 11:25:10,62.633,20.234
"546",2022-06-28 11:25:20,62.612,20.234
"547",2022-06-28 11:25:30,62.633,20.234
"548",2022-06-28 11:25:40,62.622,20.234
"549",2022-06-28 11:25:50,62.622,20.234
"550",2022-06-28 11:26:00,62.612,20.234
"551",2022-06-28 11:26:10,62.622,20.234
"552",2022-06-28 11:26:20,62.622,20.234
"553",2022-06-28 11:26:30,62.622,20.234
"554",2022-06-28 11:26:40,62.633,20.234
"555",2022-06-28 11:26:50,62.633,20.234
"556",2022-06-28 11:27:00,62.622,20.234
"557",2022-06-28 11:27:10,62.62,20.138
"558",2022-06-28 11:27:20,62.62,20.138
"559",2022-06-28 11:27:30,62.62,20.138
"560",2022-06-28 11:27:40,62.628,20.043
"561",2022-06-28 11:27:50,62.628,20.043
"562",2022-06-28 11:28:00,62.628,20.043
"563",2022-06-28 11:28:10,62.636,19.948
"564",2022-06-28 11:28:20,62.626,19.948
"565",2022-06-28 11:28:30,62.626,19.948
"566",2022-06-28 11:28:40,62.634,19.853
"567",2022-06-28 11:28:50,62.623,19.853
"568",2022-06-28 11:29:00,62.642,19.758
"569",2022-06-28 11:29:10,62.621,19.758
"570",2022-06-28 11:29:20,62.631,19.758
"571",2022-06-28 11:29:30,62.631,19.758
"572",2022-06-28 11:29:40,62.631,19.758
"573",2022-06-28 11:29:50,62.629,19.662
"574",2022-06-28 11:30:00,62.629,19.662
"575",2022-06-28 11:30:10,62.629,19.662
"576",2022-06-28 11:30:20,62.629,19.662
"577",2022-06-28 11:30:30,62.627,19.567
"578",2022-06-28 11:30:40,62.616,19.567
"579",2022-06-28 11:30:50,62.616,19.567
"580",2022-06-28 11:31:00,62.637,19.567
"581",2022-06-28 11:31:10,62.627,19.567
"582",2022-06-28 11:31:20,62.637,19.567
